time, tag_id, distance, min, sec, index, id,times,  interval,  absence
93, 48076, 511, 54, 32, 2,  0xbbcc,91,1,0
93, 48110, 410, 54, 32, 3,  0xbbee,95,1,0
94, 48093, 486, 54, 33, 1,  0xbbdd,37,2,0
94, 48127, 992, 54, 33, 2,  0xbbff,80,1,0
94, 52258, 827, 54, 33, 3,  0xcc22,36,2,1
94, 52241, 1504, 54, 33, 4,  0xcc11,43,2,0
94, 48042, 935, 54, 33, 5,  0xbbaa,31,3,0
94, 48076, 509, 54, 33, 6,  0xbbcc,92,1,0
94, 48110, 397, 54, 33, 7,  0xbbee,96,1,0
95, 52292, 68, 54, 34, 1,  0xcc44,27,3,0
95, 48127, 988, 54, 34, 2,  0xbbff,81,1,0
95, 48076, 503, 54, 34, 3,  0xbbcc,93,1,0
95, 48110, 387, 54, 34, 4,  0xbbee,97,1,0
96, 48093, 487, 54, 35, 1,  0xbbdd,38,2,0
96, 52275, 210, 54, 35, 2,  0xcc33,20,4,0
96, 48127, 1000, 54, 35, 3,  0xbbff,82,1,0
96, 52258, 840, 54, 35, 4,  0xcc22,37,2,1
96, 52241, 1526, 54, 35, 5,  0xcc11,44,2,0
96, 48076, 505, 54, 35, 6,  0xbbcc,94,1,0
96, 48110, 372, 54, 35, 7,  0xbbee,98,1,0
97, 48127, 1022, 54, 36, 1,  0xbbff,83,1,0
97, 48042, 941, 54, 36, 2,  0xbbaa,32,3,0
97, 48076, 507, 54, 36, 3,  0xbbcc,95,1,0
97, 48110, 349, 54, 36, 4,  0xbbee,99,1,0
98, 48093, 491, 54, 37, 1,  0xbbdd,39,2,0
98, 52292, 63, 54, 37, 2,  0xcc44,28,3,0
98, 48127, 1024, 54, 37, 3,  0xbbff,84,1,0
98, 52258, 840, 54, 37, 4,  0xcc22,38,2,1
98, 52241, 1542, 54, 37, 5,  0xcc11,45,2,0
98, 48076, 505, 54, 37, 6,  0xbbcc,96,1,0
98, 48110, 345, 54, 37, 7,  0xbbee,100,1,0
99, 48127, 1035, 54, 38, 1,  0xbbff,85,1,0
99, 48076, 515, 54, 38, 2,  0xbbcc,97,1,0
99, 48110, 343, 54, 38, 3,  0xbbee,101,1,0
100, 48093, 484, 54, 39, 1,  0xbbdd,40,2,0
100, 52275, 207, 54, 39, 2,  0xcc33,21,4,0
100, 48127, 1042, 54, 39, 3,  0xbbff,86,1,0
100, 52258, 837, 54, 39, 4,  0xcc22,39,2,1
100, 52241, 1547, 54, 39, 5,  0xcc11,46,2,0
100, 48042, 922, 54, 39, 6,  0xbbaa,33,3,0
100, 48076, 515, 54, 39, 7,  0xbbcc,98,1,0
100, 48110, 344, 54, 39, 8,  0xbbee,102,1,0
101, 52292, 69, 54, 39, 1,  0xcc44,29,3,0
101, 48127, 1052, 54, 39, 2,  0xbbff,87,1,0
101, 48076, 507, 54, 39, 3,  0xbbcc,99,1,0
101, 48110, 347, 54, 39, 4,  0xbbee,103,1,0
102, 48093, 471, 54, 40, 1,  0xbbdd,41,2,0
102, 48127, 1076, 54, 40, 2,  0xbbff,88,1,0
102, 52258, 829, 54, 40, 3,  0xcc22,40,2,1
102, 52241, 1568, 54, 40, 4,  0xcc11,47,2,0
102, 48076, 511, 54, 40, 5,  0xbbcc,100,1,0
102, 48110, 347, 54, 40, 6,  0xbbee,104,1,0
103, 48127, 1079, 54, 41, 1,  0xbbff,89,1,0
103, 48042, 932, 54, 41, 2,  0xbbaa,34,3,0
103, 48076, 510, 54, 41, 3,  0xbbcc,101,1,0
103, 48110, 351, 54, 41, 4,  0xbbee,105,1,0
104, 48093, 491, 54, 43, 1,  0xbbdd,42,2,0
104, 52275, 212, 54, 43, 2,  0xcc33,22,4,0
104, 52292, 69, 54, 43, 3,  0xcc44,30,3,0
104, 48127, 1092, 54, 43, 4,  0xbbff,90,1,0
104, 52258, 841, 54, 43, 5,  0xcc22,41,2,1
104, 52241, 1572, 54, 43, 6,  0xcc11,48,2,0
104, 48076, 514, 54, 43, 7,  0xbbcc,102,1,0
104, 48110, 346, 54, 43, 8,  0xbbee,106,1,0
105, 48127, 1102, 54, 44, 1,  0xbbff,91,1,0
105, 48076, 513, 54, 44, 2,  0xbbcc,103,1,0
105, 48110, 355, 54, 44, 3,  0xbbee,107,1,0
106, 48093, 481, 54, 45, 1,  0xbbdd,43,2,0
106, 48127, 1117, 54, 45, 2,  0xbbff,92,1,0
106, 52258, 833, 54, 45, 3,  0xcc22,42,2,1
106, 52241, 1597, 54, 45, 4,  0xcc11,49,2,0
106, 48042, 930, 54, 45, 5,  0xbbaa,35,3,0
106, 48076, 510, 54, 45, 6,  0xbbcc,104,1,0
106, 48110, 351, 54, 45, 7,  0xbbee,108,1,0
107, 52292, 68, 54, 46, 1,  0xcc44,31,3,0
107, 48127, 1114, 54, 46, 2,  0xbbff,93,1,0
107, 48076, 507, 54, 46, 3,  0xbbcc,105,1,0
107, 48110, 352, 54, 46, 4,  0xbbee,109,1,0
108, 48093, 492, 54, 47, 1,  0xbbdd,44,2,0
108, 52275, 212, 54, 47, 2,  0xcc33,23,4,0
108, 48127, 1118, 54, 47, 3,  0xbbff,94,1,0
108, 52258, 842, 54, 47, 4,  0xcc22,43,2,1
108, 52241, 1603, 54, 47, 5,  0xcc11,50,2,0
108, 48076, 506, 54, 47, 6,  0xbbcc,106,1,0
108, 48110, 348, 54, 47, 7,  0xbbee,110,1,0
109, 48127, 1137, 54, 48, 1,  0xbbff,95,1,0
109, 48042, 928, 54, 48, 2,  0xbbaa,36,3,0
109, 48076, 506, 54, 48, 3,  0xbbcc,107,1,0
109, 48110, 350, 54, 48, 4,  0xbbee,111,1,0
110, 48093, 485, 54, 49, 1,  0xbbdd,45,2,0
110, 52292, 68, 54, 49, 2,  0xcc44,32,3,0
110, 48127, 1149, 54, 49, 3,  0xbbff,96,1,0
110, 52258, 840, 54, 49, 4,  0xcc22,44,2,1
110, 52241, 1621, 54, 49, 5,  0xcc11,51,2,0
110, 48076, 503, 54, 49, 6,  0xbbcc,108,1,0
110, 48110, 350, 54, 49, 7,  0xbbee,112,1,0
111, 48127, 1169, 54, 50, 1,  0xbbff,97,1,0
111, 48076, 513, 54, 50, 2,  0xbbcc,109,1,0
111, 48110, 345, 54, 50, 3,  0xbbee,113,1,0
112, 48093, 484, 54, 51, 1,  0xbbdd,46,2,0
112, 52275, 209, 54, 51, 2,  0xcc33,24,4,0
112, 48127, 1154, 54, 51, 3,  0xbbff,98,1,0
112, 52258, 842, 54, 51, 4,  0xcc22,45,2,1
112, 52241, 1649, 54, 51, 5,  0xcc11,52,2,0
112, 48042, 932, 54, 51, 6,  0xbbaa,37,3,0
112, 48076, 515, 54, 51, 7,  0xbbcc,110,1,0
112, 48110, 346, 54, 51, 8,  0xbbee,114,1,0
113, 52292, 70, 54, 52, 1,  0xcc44,33,3,0
113, 48127, 1166, 54, 52, 2,  0xbbff,99,1,0
113, 48076, 503, 54, 52, 3,  0xbbcc,111,1,0
113, 48110, 349, 54, 52, 4,  0xbbee,115,1,0
114, 48093, 482, 54, 53, 1,  0xbbdd,47,2,0
114, 52258, 833, 54, 53, 2,  0xcc22,46,2,1
114, 52241, 1655, 54, 53, 3,  0xcc11,53,2,0
114, 48076, 513, 54, 53, 4,  0xbbcc,112,1,0
114, 48110, 342, 54, 53, 5,  0xbbee,116,1,0
115, 48127, 1189, 54, 54, 1,  0xbbff,100,1,1
115, 48042, 938, 54, 54, 2,  0xbbaa,38,3,0
115, 48076, 513, 54, 54, 3,  0xbbcc,113,1,0
115, 48110, 350, 54, 54, 4,  0xbbee,117,1,0
116, 48093, 487, 54, 55, 1,  0xbbdd,48,2,0
116, 52275, 215, 54, 55, 2,  0xcc33,25,4,0
116, 52292, 61, 54, 55, 3,  0xcc44,34,3,0
116, 48127, 1201, 54, 55, 4,  0xbbff,101,1,1
116, 52258, 837, 54, 55, 5,  0xcc22,47,2,1
116, 52241, 1660, 54, 55, 6,  0xcc11,54,2,0
116, 48076, 518, 54, 55, 7,  0xbbcc,114,1,0
116, 48110, 342, 54, 55, 8,  0xbbee,118,1,0
117, 48127, 1195, 54, 56, 1,  0xbbff,102,1,1
117, 48076, 511, 54, 56, 2,  0xbbcc,115,1,0
117, 48110, 344, 54, 56, 3,  0xbbee,119,1,0
118, 48093, 483, 54, 57, 1,  0xbbdd,49,2,0
118, 48127, 1183, 54, 57, 2,  0xbbff,103,1,1
118, 52258, 833, 54, 57, 3,  0xcc22,48,2,1
118, 52241, 1686, 54, 57, 4,  0xcc11,55,2,0
118, 48042, 934, 54, 57, 5,  0xbbaa,39,3,0
118, 48076, 509, 54, 57, 6,  0xbbcc,116,1,0
118, 48110, 349, 54, 57, 7,  0xbbee,120,1,0
119, 48127, 1187, 54, 58, 1,  0xbbff,104,1,1
119, 48076, 510, 54, 58, 2,  0xbbcc,117,1,0
119, 48110, 350, 54, 58, 3,  0xbbee,121,1,0
120, 48093, 483, 54, 59, 1,  0xbbdd,50,2,0
120, 52275, 210, 54, 59, 2,  0xcc33,26,4,0
120, 48127, 1180, 54, 59, 3,  0xbbff,105,1,1
120, 52258, 843, 54, 59, 4,  0xcc22,49,2,1
120, 52241, 1688, 54, 59, 5,  0xcc11,56,2,0
120, 48076, 511, 54, 59, 6,  0xbbcc,118,1,0
120, 48110, 347, 54, 59, 7,  0xbbee,122,1,0
121, 48127, 1191, 55, 00, 1,  0xbbff,106,1,1
121, 48042, 932, 55, 00, 2,  0xbbaa,40,3,0
121, 48076, 507, 55, 00, 3,  0xbbcc,119,1,0
121, 48110, 343, 55, 00, 4,  0xbbee,123,1,0
122, 48093, 491, 55, 01, 1,  0xbbdd,51,2,0
122, 52292, 65, 55, 01, 2,  0xcc44,35,3,1
122, 48127, 1181, 55, 01, 3,  0xbbff,107,1,1
122, 52258, 844, 55, 01, 4,  0xcc22,50,2,1
122, 52241, 1713, 55, 01, 5,  0xcc11,57,2,0
122, 48076, 503, 55, 01, 6,  0xbbcc,120,1,0
122, 48110, 352, 55, 01, 7,  0xbbee,124,1,0
123, 48127, 1189, 55, 01, 1,  0xbbff,108,1,1
123, 48076, 512, 55, 01, 2,  0xbbcc,121,1,0
123, 48110, 345, 55, 01, 3,  0xbbee,125,1,0
124, 48093, 483, 55, 03, 1,  0xbbdd,52,2,0
124, 52275, 212, 55, 03, 2,  0xcc33,27,4,0
124, 48127, 1182, 55, 03, 3,  0xbbff,109,1,1
124, 52258, 845, 55, 03, 4,  0xcc22,51,2,1
124, 52241, 1724, 55, 03, 5,  0xcc11,58,2,0
124, 48042, 924, 55, 03, 6,  0xbbaa,41,3,0
124, 48076, 514, 55, 03, 7,  0xbbcc,122,1,0
124, 48110, 349, 55, 03, 8,  0xbbee,126,1,0
125, 52292, 68, 55, 03, 1,  0xcc44,36,3,1
125, 48127, 1176, 55, 03, 2,  0xbbff,110,1,1
125, 48076, 502, 55, 03, 3,  0xbbcc,123,1,0
125, 48110, 354, 55, 03, 4,  0xbbee,127,1,0
126, 48093, 488, 55, 05, 1,  0xbbdd,53,2,0
126, 48127, 1186, 55, 05, 2,  0xbbff,111,1,1
126, 52258, 830, 55, 05, 3,  0xcc22,52,2,1
126, 52241, 1750, 55, 05, 4,  0xcc11,59,2,0
126, 48076, 512, 55, 05, 5,  0xbbcc,124,1,0
126, 48110, 338, 55, 05, 6,  0xbbee,128,1,0
127, 48127, 1189, 55, 06, 1,  0xbbff,112,1,1
127, 48042, 936, 55, 06, 2,  0xbbaa,42,3,0
127, 48076, 507, 55, 06, 3,  0xbbcc,125,1,0
127, 48110, 349, 55, 06, 4,  0xbbee,129,1,0
128, 48093, 488, 55, 07, 1,  0xbbdd,54,2,0
128, 52275, 216, 55, 07, 2,  0xcc33,28,4,0
128, 52292, 68, 55, 07, 3,  0xcc44,37,3,1
128, 48127, 1191, 55, 07, 4,  0xbbff,113,1,1
128, 52241, 1747, 55, 07, 5,  0xcc11,60,2,0
128, 48076, 518, 55, 07, 6,  0xbbcc,126,1,0
128, 48110, 345, 55, 07, 7,  0xbbee,130,1,0
129, 48127, 1187, 55, 08, 1,  0xbbff,114,1,1
129, 48076, 515, 55, 08, 2,  0xbbcc,127,1,0
129, 48110, 347, 55, 08, 3,  0xbbee,131,1,0
130, 48093, 484, 55, 09, 1,  0xbbdd,55,2,0
130, 48127, 1185, 55, 09, 2,  0xbbff,115,1,1
130, 52258, 831, 55, 09, 3,  0xcc22,53,2,1
130, 52241, 1773, 55, 09, 4,  0xcc11,61,2,0
130, 48042, 932, 55, 09, 5,  0xbbaa,43,3,0
130, 48076, 509, 55, 09, 6,  0xbbcc,128,1,0
130, 48110, 349, 55, 09, 7,  0xbbee,132,1,0
131, 52292, 70, 55, 10, 1,  0xcc44,38,3,1
131, 48127, 1184, 55, 10, 2,  0xbbff,116,1,1
131, 48076, 504, 55, 10, 3,  0xbbcc,129,1,0
131, 48110, 349, 55, 10, 4,  0xbbee,133,1,0
132, 48093, 481, 55, 11, 1,  0xbbdd,56,2,0
132, 52275, 212, 55, 11, 2,  0xcc33,29,4,0
132, 48127, 1179, 55, 11, 3,  0xbbff,117,1,1
132, 52258, 842, 55, 11, 4,  0xcc22,54,2,1
132, 52241, 1773, 55, 11, 5,  0xcc11,62,2,0
132, 48076, 502, 55, 11, 6,  0xbbcc,130,1,0
132, 48110, 349, 55, 11, 7,  0xbbee,134,1,0
133, 48127, 1187, 55, 12, 1,  0xbbff,118,1,1
133, 48042, 927, 55, 12, 2,  0xbbaa,44,3,0
133, 48076, 503, 55, 12, 3,  0xbbcc,131,1,0
133, 48110, 349, 55, 12, 4,  0xbbee,135,1,0
134, 48093, 494, 55, 13, 1,  0xbbdd,57,2,0
134, 52292, 65, 55, 13, 2,  0xcc44,39,3,1
134, 48127, 1177, 55, 13, 3,  0xbbff,119,1,1
134, 52258, 842, 55, 13, 4,  0xcc22,55,2,1
134, 52241, 1759, 55, 13, 5,  0xcc11,63,2,0
134, 48076, 507, 55, 13, 6,  0xbbcc,132,1,0
134, 48110, 348, 55, 13, 7,  0xbbee,136,1,0
135, 48127, 1187, 55, 14, 1,  0xbbff,120,1,1
135, 48076, 514, 55, 14, 2,  0xbbcc,133,1,0
135, 48110, 347, 55, 14, 3,  0xbbee,137,1,0
136, 48093, 483, 55, 15, 1,  0xbbdd,58,2,0
136, 52275, 211, 55, 15, 2,  0xcc33,30,4,0
136, 48127, 1176, 55, 15, 3,  0xbbff,121,1,1
136, 52258, 844, 55, 15, 4,  0xcc22,56,2,1
136, 52241, 1763, 55, 15, 5,  0xcc11,64,2,0
136, 48042, 930, 55, 15, 6,  0xbbaa,45,3,0
136, 48076, 519, 55, 15, 7,  0xbbcc,134,1,0
136, 48110, 347, 55, 15, 8,  0xbbee,138,1,0
137, 52292, 68, 55, 16, 1,  0xcc44,40,3,1
137, 48127, 1179, 55, 16, 2,  0xbbff,122,1,1
137, 48076, 507, 55, 16, 3,  0xbbcc,135,1,0
137, 48110, 354, 55, 16, 4,  0xbbee,139,1,0
138, 48093, 485, 55, 17, 1,  0xbbdd,59,2,0
138, 48127, 1185, 55, 17, 2,  0xbbff,123,1,1
138, 52258, 827, 55, 17, 3,  0xcc22,57,2,1
138, 52241, 1762, 55, 17, 4,  0xcc11,65,2,0
138, 48076, 515, 55, 17, 5,  0xbbcc,136,1,0
138, 48110, 349, 55, 17, 6,  0xbbee,140,1,0
139, 48127, 1189, 55, 18, 1,  0xbbff,124,1,1
139, 48042, 941, 55, 18, 2,  0xbbaa,46,3,0
139, 48076, 506, 55, 18, 3,  0xbbcc,137,1,0
139, 48110, 350, 55, 18, 4,  0xbbee,141,1,0
