min, sec, tag_id, distance,times, interval,  absence
59,42,0xcc22,218,197,1,1
59,42,0xbbdd,342,195,1,6
59,42,0xcc11,301,212,1,0
59,42,0xbbee,220,220,1,5

59,42,0xcc22,220,198,1,1
59,42,0xbbdd,334,196,1,6
59,42,0xcc11,300,213,1,0

59,43,0xcc22,222,199,1,1
59,43,0xbbdd,338,197,1,6
59,43,0xcc11,301,214,1,0

59,44,0xcc22,224,200,1,1
59,44,0xbbdd,338,198,1,6
59,44,0xcc11,298,215,1,0

59,45,0xcc22,219,201,1,1
59,45,0xbbdd,337,199,1,6
59,45,0xcc11,297,216,1,0

59,46,0xcc22,221,202,1,1
59,46,0xbbdd,336,200,1,6
59,46,0xcc11,300,217,1,0

59,47,0xcc22,226,203,1,1
59,47,0xbbdd,337,201,1,6
59,47,0xcc11,298,218,1,0

59,48,0xcc22,227,204,1,1
59,48,0xbbdd,340,202,1,6
59,48,0xcc11,301,219,1,0

59,48,0xbbdd,341,203,1,6
59,48,0xcc11,340,220,1,0

59,49,0xbbdd,339,204,1,6
59,49,0xcc11,296,221,1,0

59,50,0xbbdd,343,205,1,6
59,50,0xcc11,307,222,1,0

59,51,0xbbdd,338,206,1,6
59,51,0xcc11,301,223,1,0

59,52,0xbbdd,341,207,1,6
59,52,0xcc11,302,224,1,0

59,53,0xbbdd,335,208,1,6

59,54,0xbbdd,333,209,1,6

59,55,0xbbdd,334,210,1,6

59,56,0xbbdd,336,211,1,6

59,57,0xbbdd,334,212,1,6

59,58,0xbbdd,335,213,1,6

59,59,0xbbdd,334,214,1,6

00,00,0xbbdd,333,215,1,6

00,01,0xbbdd,334,216,1,6




